Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,check_in,total_nights,check_out
INN30863,2,0,1,3,Meal Plan 1,0,Room_Type 4,84,2018,8,15,Online,0,0,0,131.4,0,Not_Canceled,2018-08-15,4,2018-08-19
INN30864,1,0,2,0,Not Selected,0,Room_Type 1,38,2018,8,21,Online,0,0,0,92.86,0,Canceled,2018-08-21,2,2018-08-23
INN30865,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2018,9,18,Online,0,0,0,135.9,0,Canceled,2018-09-18,3,2018-09-21
INN30866,2,0,0,3,Not Selected,0,Room_Type 1,48,2018,11,2,Online,0,0,0,88.2,2,Not_Canceled,2018-11-02,3,2018-11-05
INN30867,2,2,0,3,Meal Plan 1,0,Room_Type 2,30,2018,3,9,Online,0,0,0,77.5,0,Canceled,2018-03-09,3,2018-03-12
INN30868,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled,2018-06-15,2,2018-06-17
INN30869,2,0,2,5,Meal Plan 1,0,Room_Type 1,53,2018,8,8,Offline,0,0,0,85.0,0,Not_Canceled,2018-08-08,7,2018-08-15
INN30870,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled,2017-10-16,2,2017-10-18
INN30871,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,Offline,0,0,0,82.4,0,Not_Canceled,2018-03-17,1,2018-03-18
INN30872,2,0,2,3,Meal Plan 1,0,Room_Type 4,160,2018,10,13,Online,0,0,0,200.7,2,Canceled,2018-10-13,5,2018-10-18
INN30873,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,7,30,Online,0,0,0,156.0,0,Not_Canceled,2018-07-30,1,2018-07-31
INN30874,2,2,1,3,Meal Plan 1,0,Room_Type 6,13,2017,9,14,Online,0,0,0,174.0,4,Not_Canceled,2017-09-14,4,2017-09-18
INN30875,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,5,16,Offline,0,0,0,89.75,0,Not_Canceled,2018-05-16,2,2018-05-18
INN30876,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2018,1,30,Online,0,0,0,73.9,1,Not_Canceled,2018-01-30,1,2018-01-31
INN30877,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,75.0,0,Canceled,2018-09-16,3,2018-09-19
INN30878,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,2017,10,5,Online,0,0,0,126.0,1,Not_Canceled,2017-10-05,1,2017-10-06
INN30879,2,0,2,0,Meal Plan 1,0,Room_Type 1,28,2018,4,17,Online,0,0,0,101.0,1,Not_Canceled,2018-04-17,2,2018-04-19
INN30880,2,2,1,2,Meal Plan 1,0,Room_Type 1,130,2018,3,25,Offline,0,0,0,67.5,2,Not_Canceled,2018-03-25,3,2018-03-28
INN30881,2,0,0,2,Not Selected,0,Room_Type 1,45,2018,3,10,Online,0,0,0,71.1,1,Not_Canceled,2018-03-10,2,2018-03-12
INN30882,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,28,Online,0,0,0,106.0,0,Not_Canceled,2017-12-28,1,2017-12-29
INN30883,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,1,27,Online,0,0,0,81.9,1,Not_Canceled,2018-01-27,2,2018-01-29
INN30884,2,1,1,2,Meal Plan 1,0,Room_Type 6,1,2017,10,2,Online,0,0,0,226.17,1,Not_Canceled,2017-10-02,3,2017-10-05
INN30885,2,0,0,1,Meal Plan 1,0,Room_Type 1,348,2018,12,6,Offline,0,0,0,62.64,0,Not_Canceled,2018-12-06,1,2018-12-07
INN30886,2,0,2,4,Meal Plan 1,1,Room_Type 4,105,2018,3,20,Online,0,0,0,97.12,0,Not_Canceled,2018-03-20,6,2018-03-26
INN30887,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,10,13,Offline,0,0,0,109.65,0,Not_Canceled,2018-10-13,1,2018-10-14
INN30888,3,0,0,4,Meal Plan 1,0,Room_Type 4,149,2018,8,9,Online,0,0,0,138.55,1,Not_Canceled,2018-08-09,4,2018-08-13
INN30889,2,0,1,1,Not Selected,0,Room_Type 1,8,2018,7,16,Online,0,0,0,139.0,0,Canceled,2018-07-16,2,2018-07-18
INN30890,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,4,18,Online,0,0,0,60.59,0,Not_Canceled,2018-04-18,4,2018-04-22
INN30891,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled,2018-04-22,4,2018-04-26
INN30892,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled,2018-05-13,3,2018-05-16
INN30893,0,2,2,2,Meal Plan 1,0,Room_Type 2,11,2018,1,15,Online,0,0,0,77.25,0,Not_Canceled,2018-01-15,4,2018-01-19
INN30894,2,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,9,18,Offline,0,0,0,96.3,0,Not_Canceled,2018-09-18,4,2018-09-22
INN30895,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled,2017-09-14,3,2017-09-17
INN30896,2,0,1,4,Meal Plan 1,0,Room_Type 1,8,2018,2,3,Offline,0,0,0,65.58,0,Not_Canceled,2018-02-03,5,2018-02-08
INN30897,2,0,1,0,Meal Plan 1,0,Room_Type 1,197,2018,10,31,Online,0,0,0,96.3,3,Not_Canceled,2018-10-31,1,2018-11-01
INN30898,2,0,0,1,Meal Plan 1,0,Room_Type 1,70,2017,10,22,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-22,1,2017-10-23
INN30899,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,5,9,Offline,0,0,0,85.5,0,Not_Canceled,2018-05-09,4,2018-05-13
INN30900,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14,2,2017-08-16
INN30901,3,0,0,3,Meal Plan 1,0,Room_Type 4,58,2018,3,31,Online,0,0,0,123.3,1,Not_Canceled,2018-03-31,3,2018-04-03
INN30902,2,0,2,0,Meal Plan 1,0,Room_Type 1,30,2017,9,13,Online,0,0,0,94.5,1,Canceled,2017-09-13,2,2017-09-15
INN30903,1,0,0,1,Meal Plan 1,1,Room_Type 1,33,2018,11,9,Corporate,1,1,10,88.0,1,Not_Canceled,2018-11-09,1,2018-11-10
INN30904,1,0,2,0,Meal Plan 1,0,Room_Type 4,2,2018,5,29,Online,0,0,0,104.72,1,Not_Canceled,2018-05-29,2,2018-05-31
INN30905,2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,Canceled,2018-09-30,5,2018-10-05
INN30906,2,0,0,1,Meal Plan 1,0,Room_Type 2,75,2018,7,27,Online,0,0,0,97.54,0,Not_Canceled,2018-07-27,1,2018-07-28
INN30907,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,6,14,Corporate,1,0,4,65.0,0,Not_Canceled,2018-06-14,3,2018-06-17
INN30908,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,2017-07-01,2,2017-07-03
INN30909,1,0,0,3,Not Selected,0,Room_Type 1,77,2018,6,16,Online,0,0,0,125.1,0,Canceled,2018-06-16,3,2018-06-19
INN30910,2,0,0,1,Meal Plan 1,0,Room_Type 1,98,2018,5,19,Online,0,0,0,126.9,1,Not_Canceled,2018-05-19,1,2018-05-20
INN30911,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129.0,0,Canceled,2018-03-04,1,2018-03-05
INN30912,2,0,2,1,Meal Plan 1,0,Room_Type 1,138,2018,8,27,Online,0,0,0,96.3,1,Not_Canceled,2018-08-27,3,2018-08-30
INN30913,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2017,12,4,Offline,0,0,0,55.0,0,Not_Canceled,2017-12-04,4,2017-12-08
INN30914,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled,2018-03-20,1,2018-03-21
INN30915,2,0,0,2,Meal Plan 1,0,Room_Type 4,46,2018,3,18,Online,0,0,0,112.5,0,Canceled,2018-03-18,2,2018-03-20
INN30916,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,124.1,1,Canceled,2018-03-19,4,2018-03-23
INN30917,1,0,1,2,Meal Plan 1,0,Room_Type 1,38,2018,3,11,Online,0,0,0,76.5,1,Canceled,2018-03-11,3,2018-03-14
INN30918,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,2017-10-30,4,2017-11-03
INN30919,2,0,2,3,Meal Plan 1,0,Room_Type 4,20,2017,9,20,Online,0,0,0,118.15,1,Not_Canceled,2017-09-20,5,2017-09-25
INN30920,2,0,1,1,Meal Plan 1,0,Room_Type 1,16,2017,8,31,Online,0,0,0,97.5,0,Not_Canceled,2017-08-31,2,2017-09-02
INN30921,2,0,1,4,Meal Plan 1,0,Room_Type 1,111,2017,8,3,Online,0,0,0,76.5,0,Not_Canceled,2017-08-03,5,2017-08-08
INN30922,2,0,1,2,Not Selected,0,Room_Type 1,191,2018,8,22,Online,0,0,0,94.5,0,Canceled,2018-08-22,3,2018-08-25
INN30923,2,1,1,3,Meal Plan 2,0,Room_Type 1,155,2018,7,7,Online,0,0,0,173.25,2,Canceled,2018-07-07,4,2018-07-11
INN30924,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,4,2,Online,0,0,0,96.3,1,Not_Canceled,2018-04-02,2,2018-04-04
INN30925,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,8,8,Corporate,0,0,0,65.0,0,Not_Canceled,2018-08-08,1,2018-08-09
INN30926,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,4,18,Online,0,0,0,115.8,1,Not_Canceled,2018-04-18,3,2018-04-21
INN30927,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,2,12,Online,0,0,0,74.8,1,Not_Canceled,2018-02-12,3,2018-02-15
INN30928,2,0,0,3,Meal Plan 1,0,Room_Type 1,192,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,2018-08-25,3,2018-08-28
INN30929,2,0,1,4,Meal Plan 1,0,Room_Type 1,29,2018,10,31,Online,0,0,0,114.4,2,Canceled,2018-10-31,5,2018-11-05
INN30930,2,0,0,4,Meal Plan 1,0,Room_Type 1,4,2018,10,25,Online,0,0,0,145.0,2,Not_Canceled,2018-10-25,4,2018-10-29
INN30931,2,0,2,5,Meal Plan 1,0,Room_Type 1,152,2018,8,23,Online,0,0,0,98.87,0,Canceled,2018-08-23,7,2018-08-30
INN30932,2,0,0,4,Not Selected,0,Room_Type 1,232,2018,9,20,Online,0,0,0,109.65,1,Canceled,2018-09-20,4,2018-09-24
INN30933,1,0,0,2,Meal Plan 1,0,Room_Type 4,117,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled,2018-05-06,2,2018-05-08
INN30934,2,0,2,3,Meal Plan 2,1,Room_Type 4,90,2018,4,23,Online,0,0,0,129.02,1,Not_Canceled,2018-04-23,5,2018-04-28
INN30935,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,6,Online,0,0,0,95.0,1,Not_Canceled,2017-11-06,1,2017-11-07
INN30936,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,8,22,Online,0,0,0,106.67,1,Not_Canceled,2017-08-22,3,2017-08-25
INN30937,1,2,4,10,Meal Plan 1,0,Room_Type 6,50,2018,9,3,Online,0,0,0,196.91,0,Canceled,2018-09-03,14,2018-09-17
INN30938,1,0,2,5,Meal Plan 1,0,Room_Type 1,180,2017,8,16,Online,0,0,0,49.74,0,Canceled,2017-08-16,7,2017-08-23
INN30939,2,1,1,1,Meal Plan 2,1,Room_Type 1,62,2018,7,23,Online,0,0,0,173.25,2,Not_Canceled,2018-07-23,2,2018-07-25
INN30940,2,1,2,2,Meal Plan 1,0,Room_Type 1,44,2018,4,29,Online,0,0,0,137.14,2,Not_Canceled,2018-04-29,4,2018-05-03
INN30941,2,0,0,1,Meal Plan 1,1,Room_Type 1,126,2018,7,8,Online,0,0,0,123.3,1,Not_Canceled,2018-07-08,1,2018-07-09
INN30942,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65.0,0,Not_Canceled,2017-11-22,5,2017-11-27
INN30943,2,0,1,4,Meal Plan 1,0,Room_Type 1,23,2017,12,9,Online,1,1,0,69.0,0,Not_Canceled,2017-12-09,5,2017-12-14
INN30944,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2017,11,13,Offline,0,0,0,38.67,0,Not_Canceled,2017-11-13,3,2017-11-16
INN30945,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,12,9,Online,0,0,0,124.0,1,Not_Canceled,2018-12-09,2,2018-12-11
INN30946,3,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,8,24,Online,0,0,0,152.1,0,Canceled,2018-08-24,4,2018-08-28
INN30947,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-14,3,2018-06-17
INN30948,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,2018,12,3,Offline,1,0,1,12.0,2,Not_Canceled,2018-12-03,3,2018-12-06
INN30949,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,12,25,Online,0,0,0,95.2,0,Canceled,2018-12-25,4,2018-12-29
INN30950,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,70.0,0,Canceled,2018-02-28,3,2018-03-03
INN30951,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,4,3,Online,0,0,0,112.5,1,Not_Canceled,2018-04-03,3,2018-04-06
INN30952,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100.0,0,Canceled,2018-10-03,4,2018-10-07
INN30953,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,2,18,Offline,0,0,0,76.8,0,Not_Canceled,2018-02-18,3,2018-02-21
INN30954,2,0,0,4,Meal Plan 1,0,Room_Type 1,82,2018,3,29,Online,0,0,0,82.45,0,Not_Canceled,2018-03-29,4,2018-04-02
INN30955,1,0,2,6,Not Selected,0,Room_Type 1,24,2018,1,15,Online,0,0,0,77.0,1,Not_Canceled,2018-01-15,8,2018-01-23
INN30956,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,2018,8,26,Online,0,0,0,96.3,0,Canceled,2018-08-26,4,2018-08-30
INN30957,1,0,2,0,Meal Plan 1,0,Room_Type 1,91,2018,8,21,Online,0,0,0,112.5,0,Not_Canceled,2018-08-21,2,2018-08-23
INN30958,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2018,4,27,Offline,0,0,0,75.0,0,Not_Canceled,2018-04-27,3,2018-04-30
INN30959,2,0,1,0,Not Selected,0,Room_Type 1,114,2018,12,12,Online,0,0,0,79.2,1,Not_Canceled,2018-12-12,1,2018-12-13
INN30960,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled,2017-08-15,3,2017-08-18
INN30961,2,1,2,3,Meal Plan 1,0,Room_Type 6,307,2018,8,14,Online,0,0,0,158.4,1,Canceled,2018-08-14,5,2018-08-19
INN30962,2,0,1,2,Not Selected,0,Room_Type 1,226,2018,9,2,Online,0,0,0,112.0,0,Canceled,2018-09-02,3,2018-09-05
INN30963,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14,2,2017-08-16
INN30964,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2017,12,30,Offline,0,0,0,70.0,1,Not_Canceled,2017-12-30,2,2018-01-01
INN30965,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,7,17,Online,0,0,0,105.3,0,Canceled,2018-07-17,4,2018-07-21
INN30966,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,9,Online,0,0,0,101.0,1,Not_Canceled,2018-03-09,1,2018-03-10
INN30967,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,2018,1,2,Online,0,0,0,92.0,1,Not_Canceled,2018-01-02,4,2018-01-06
INN30968,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,23,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-23,1,2018-11-24
INN30969,1,0,1,0,Not Selected,0,Room_Type 1,13,2018,2,22,Online,0,0,0,66.7,0,Not_Canceled,2018-02-22,1,2018-02-23
INN30970,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled,2018-12-16,3,2018-12-19
INN30971,3,0,0,3,Meal Plan 2,0,Room_Type 4,151,2018,8,17,Online,0,0,0,204.0,0,Canceled,2018-08-17,3,2018-08-20
INN30972,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,6,2,Online,0,0,0,136.0,1,Not_Canceled,2018-06-02,2,2018-06-04
INN30973,3,0,2,3,Meal Plan 1,0,Room_Type 1,65,2018,3,20,Offline,0,0,0,124.0,1,Not_Canceled,2018-03-20,5,2018-03-25
INN30974,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Corporate,0,0,0,114.0,0,Not_Canceled,2017-09-08,1,2017-09-09
INN30975,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,12,25,Online,0,0,0,88.0,2,Not_Canceled,2018-12-25,3,2018-12-28
INN30976,2,0,0,1,Meal Plan 1,0,Room_Type 1,60,2018,7,20,Online,0,0,0,81.08,1,Not_Canceled,2018-07-20,1,2018-07-21
INN30977,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled,2018-06-03,2,2018-06-05
INN30978,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,100.0,0,Canceled,2018-05-05,3,2018-05-08
INN30979,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,2,2018-06-26
INN30980,1,0,1,0,Not Selected,0,Room_Type 1,21,2018,9,25,Online,0,0,0,87.01,1,Not_Canceled,2018-09-25,1,2018-09-26
INN30981,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,2018,7,27,Online,0,0,0,149.4,0,Canceled,2018-07-27,4,2018-07-31
INN30982,2,0,2,3,Meal Plan 1,1,Room_Type 1,128,2018,7,7,Offline,0,0,0,81.25,0,Not_Canceled,2018-07-07,5,2018-07-12
INN30983,2,0,2,1,Meal Plan 1,0,Room_Type 4,2,2018,4,23,Online,0,0,0,136.0,0,Canceled,2018-04-23,3,2018-04-26
INN30984,2,1,0,3,Meal Plan 1,0,Room_Type 4,83,2018,7,28,Online,0,0,0,141.1,1,Not_Canceled,2018-07-28,3,2018-07-31
INN30985,1,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,90.6,0,Not_Canceled,2017-09-30,1,2017-10-01
INN30986,2,0,1,2,Not Selected,0,Room_Type 1,97,2018,4,25,Online,0,0,0,85.5,0,Not_Canceled,2018-04-25,3,2018-04-28
INN30987,2,0,2,1,Meal Plan 1,0,Room_Type 4,118,2018,10,29,Online,0,0,0,104.4,1,Not_Canceled,2018-10-29,3,2018-11-01
INN30988,1,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,120.12,1,Not_Canceled,2018-05-18,1,2018-05-19
INN30989,2,1,2,7,Meal Plan 1,0,Room_Type 1,139,2018,7,13,Online,0,0,0,86.92,0,Canceled,2018-07-13,9,2018-07-22
INN30990,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02,2,2017-10-04
INN30991,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled,2017-09-18,2,2017-09-20
INN30992,3,0,0,3,Meal Plan 1,0,Room_Type 4,89,2018,9,20,Online,0,0,0,168.3,1,Not_Canceled,2018-09-20,3,2018-09-23
INN30993,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,9,11,Offline,0,0,0,95.0,0,Not_Canceled,2018-09-11,3,2018-09-14
INN30994,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,8,1,Online,0,0,0,135.9,0,Canceled,2018-08-01,3,2018-08-04
INN30995,2,0,0,1,Meal Plan 1,0,Room_Type 1,197,2018,4,21,Online,0,0,0,81.77,1,Canceled,2018-04-21,1,2018-04-22
INN30996,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,7,6,Online,0,0,0,151.0,1,Not_Canceled,2018-07-06,3,2018-07-09
INN30997,2,0,1,1,Meal Plan 1,0,Room_Type 1,130,2018,5,23,Online,0,0,0,105.3,0,Canceled,2018-05-23,2,2018-05-25
INN30998,2,0,1,3,Not Selected,0,Room_Type 1,15,2018,12,29,Online,0,0,0,102.0,0,Not_Canceled,2018-12-29,4,2019-01-02
INN30999,3,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,6,26,Online,0,0,0,137.7,0,Canceled,2018-06-26,4,2018-06-30
INN31000,2,0,0,4,Not Selected,0,Room_Type 1,40,2018,2,24,Online,0,0,0,67.5,1,Canceled,2018-02-24,4,2018-02-28
INN31001,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,11,2,Online,0,0,0,77.77,0,Not_Canceled,2017-11-02,2,2017-11-04
INN31002,2,0,0,1,Not Selected,0,Room_Type 1,60,2018,10,27,Online,0,0,0,80.1,2,Not_Canceled,2018-10-27,1,2018-10-28
INN31003,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,28,Online,0,0,0,88.0,2,Not_Canceled,2018-12-28,1,2018-12-29
INN31004,2,0,2,2,Meal Plan 1,0,Room_Type 4,83,2018,5,7,Online,0,0,0,132.6,0,Canceled,2018-05-07,4,2018-05-11
INN31005,2,0,0,1,Meal Plan 1,0,Room_Type 1,49,2018,10,11,Online,0,0,0,126.0,0,Not_Canceled,2018-10-11,1,2018-10-12
INN31006,2,0,2,2,Not Selected,0,Room_Type 1,1,2017,8,9,Online,0,0,0,89.0,1,Not_Canceled,2017-08-09,4,2017-08-13
INN31007,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-15,2,2017-10-17
INN31008,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79.0,0,Canceled,2018-07-07,1,2018-07-08
INN31009,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2017,9,23,Online,0,0,0,0.0,1,Not_Canceled,2017-09-23,1,2017-09-24
INN31010,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2017,12,30,Offline,0,0,0,71.0,0,Not_Canceled,2017-12-30,4,2018-01-03
INN31011,2,1,0,2,Meal Plan 1,0,Room_Type 1,102,2018,12,9,Online,0,0,0,109.8,1,Canceled,2018-12-09,2,2018-12-11
INN31012,3,0,2,5,Meal Plan 1,0,Room_Type 4,147,2018,8,11,Online,0,0,0,138.55,1,Not_Canceled,2018-08-11,7,2018-08-18
INN31013,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,10,19,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-19,3,2018-10-22
INN31014,2,0,0,3,Not Selected,0,Room_Type 1,2,2018,12,20,Online,0,0,0,79.5,1,Not_Canceled,2018-12-20,3,2018-12-23
INN31015,3,0,1,0,Meal Plan 1,0,Room_Type 4,179,2018,8,22,Online,0,0,0,137.7,0,Canceled,2018-08-22,1,2018-08-23
INN31016,2,0,1,0,Meal Plan 1,0,Room_Type 2,14,2018,9,12,Complementary,1,0,5,0.0,1,Not_Canceled,2018-09-12,1,2018-09-13
INN31017,1,0,0,1,Not Selected,0,Room_Type 1,225,2018,11,25,Online,0,0,0,67.5,0,Canceled,2018-11-25,1,2018-11-26
INN31018,2,0,2,1,Meal Plan 1,0,Room_Type 1,71,2018,7,24,Offline,0,0,0,72.25,0,Not_Canceled,2018-07-24,3,2018-07-27
INN31019,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,3,30,Online,0,0,0,73.08,3,Not_Canceled,2018-03-30,3,2018-04-02
INN31020,2,0,4,9,Meal Plan 1,0,Room_Type 1,34,2018,2,19,Online,0,0,0,84.69,0,Canceled,2018-02-19,13,2018-03-04
INN31021,2,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,8,14,Online,0,0,0,170.0,2,Not_Canceled,2018-08-14,4,2018-08-18
INN31022,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,2017,8,20,Online,0,0,0,113.6,2,Not_Canceled,2017-08-20,5,2017-08-25
INN31023,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2018,7,2,Online,0,0,0,88.01,2,Not_Canceled,2018-07-02,3,2018-07-05
INN31024,2,0,1,3,Meal Plan 1,0,Room_Type 1,20,2017,9,14,Online,0,0,0,105.0,2,Not_Canceled,2017-09-14,4,2017-09-18
INN31025,2,0,1,3,Meal Plan 1,0,Room_Type 4,4,2018,6,20,Offline,0,0,0,107.0,0,Not_Canceled,2018-06-20,4,2018-06-24
INN31026,2,0,0,1,Meal Plan 1,0,Room_Type 1,107,2018,8,17,Offline,0,0,0,81.25,0,Not_Canceled,2018-08-17,1,2018-08-18
INN31027,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,10,13,Offline,0,0,0,99.0,0,Not_Canceled,2018-10-13,1,2018-10-14
INN31028,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,2017-11-20,2,2017-11-22
INN31029,1,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,72.08,0,Canceled,2018-03-26,3,2018-03-29
INN31030,1,0,2,5,Meal Plan 1,0,Room_Type 4,56,2018,4,8,Online,0,0,0,112.2,0,Canceled,2018-04-08,7,2018-04-15
INN31031,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,11,4,Online,0,0,0,83.0,0,Not_Canceled,2017-11-04,1,2017-11-05
INN31032,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,6,1,Online,0,0,0,119.0,0,Not_Canceled,2018-06-01,1,2018-06-02
INN31033,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,9,28,Corporate,0,0,0,95.0,1,Not_Canceled,2017-09-28,3,2017-10-01
INN31034,2,2,0,3,Meal Plan 1,0,Room_Type 6,96,2018,4,28,Online,0,0,0,180.3,0,Canceled,2018-04-28,3,2018-05-01
INN31035,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,10,20,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-20,3,2018-10-23
INN31036,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,8,1,Online,0,0,0,105.3,0,Canceled,2018-08-01,4,2018-08-05
